ID_Alumno,Memoria,Matematicas,Gramatica,Ingles,Geografia,Arte,Ciencia,Logica,Puntuacion_Promedio,Rango
ALU5185,71,74,66,78,73,59,69,72,70.25,3
ALU5186,85,82,71,47,78,89,100,93,80.62,4
ALU5187,77,77,84,65,63,43,75,52,67.0,3
ALU5188,32,34,30,28,39,59,46,33,37.62,1
ALU5189,81,100,78,74,100,95,84,81,86.62,4
ALU5190,49,14,24,45,40,38,38,24,34.0,1
ALU5191,30,25,46,23,24,66,40,52,38.25,1
ALU5192,69,82,69,67,64,62,53,57,65.38,3
ALU5193,78,96,64,57,77,86,70,62,73.75,3
ALU5194,77,88,93,89,82,97,86,100,89.0,4
ALU5195,35,0,33,40,28,46,41,9,29.0,1
ALU5196,83,73,76,61,63,87,71,77,73.88,3
ALU5197,87,71,68,82,74,63,77,81,75.38,4
ALU5198,3,7,22,11,21,17,26,20,15.88,1
ALU5199,40,44,37,40,40,30,28,20,34.88,1
ALU5200,30,23,49,24,32,23,33,20,29.25,1
ALU5201,35,44,23,46,40,32,56,7,35.38,1
ALU5202,78,75,84,100,89,90,74,100,86.25,4
ALU5203,63,81,52,60,69,49,55,77,63.25,3
ALU5204,55,92,66,73,69,35,72,83,68.12,3
ALU5205,96,79,92,100,83,97,97,92,92.0,5
ALU5206,17,25,23,48,47,44,40,35,34.88,1
ALU5207,58,83,78,71,91,82,83,69,76.88,4
ALU5208,52,26,50,65,55,72,59,22,50.12,2
ALU5209,77,75,65,98,92,60,83,90,80.0,4
ALU5210,11,37,15,59,26,44,20,7,27.38,1
ALU5211,100,100,97,62,93,100,97,61,88.75,4
ALU5212,27,54,11,37,23,51,48,43,36.75,1
ALU5213,43,36,30,55,27,29,41,25,35.75,1
ALU5214,71,63,86,91,52,79,85,76,75.38,4
ALU5215,67,41,61,35,24,28,21,38,39.38,1
ALU5216,53,57,65,35,59,49,57,75,56.25,2
ALU5217,62,42,42,72,32,70,30,24,46.75,2
ALU5218,71,71,65,63,75,82,71,82,72.5,3
ALU5219,9,11,36,20,43,36,42,24,27.62,1
ALU5220,15,14,23,47,0,0,0,16,14.38,1
ALU5221,35,10,18,9,22,9,52,26,22.62,1
ALU5222,37,36,58,62,69,63,47,42,51.75,2
ALU5223,10,18,12,6,28,26,30,32,20.25,1
ALU5224,36,3,26,22,35,32,49,26,28.62,1
ALU5225,44,52,39,44,35,67,64,33,47.25,2
ALU5226,0,0,22,22,16,19,17,6,12.75,1
ALU5227,68,67,61,74,67,44,47,37,58.12,2
ALU5228,79,65,87,100,71,55,96,80,79.12,4
ALU5229,5,12,22,5,33,27,0,15,14.88,1
ALU5230,68,66,64,38,62,51,47,68,58.0,2
ALU5231,64,97,63,58,74,62,57,57,66.5,3
ALU5232,54,44,50,48,52,39,17,16,40.0,2
ALU5233,72,38,60,64,71,89,88,68,68.75,3
ALU5234,41,56,49,0,46,54,57,35,42.25,2
ALU5235,48,46,60,17,55,48,55,33,45.25,2
ALU5236,10,6,14,1,2,3,17,10,7.88,1
ALU5237,63,75,76,82,73,71,71,72,72.88,3
ALU5238,55,31,70,48,61,84,74,73,62.0,3
ALU5239,14,8,22,21,8,9,23,13,14.75,1
ALU5240,36,31,10,11,53,29,20,48,29.75,1
ALU5241,93,100,100,97,92,75,100,97,94.25,5
ALU5242,53,53,66,47,47,41,56,71,54.25,2
ALU5243,49,25,42,58,48,32,43,70,45.88,2
ALU5244,87,100,78,68,83,92,84,90,85.25,4
ALU5245,63,76,84,41,88,76,60,45,66.62,3
ALU5246,61,34,46,70,42,75,61,83,59.0,2
ALU5247,80,77,68,49,77,73,81,73,72.25,3
ALU5248,91,98,84,68,70,98,85,91,85.62,4
ALU5249,40,27,36,71,58,70,36,52,48.75,2
ALU5250,43,68,58,50,47,48,64,46,53.0,2
ALU5251,47,17,30,46,35,73,32,33,39.12,1
ALU5252,94,80,96,100,73,100,98,87,91.0,5
ALU5253,58,53,71,78,83,60,77,30,63.75,3
ALU5254,25,33,32,12,0,56,0,0,19.75,1
ALU5255,65,75,96,66,87,81,86,75,78.88,4
ALU5256,56,30,41,96,57,69,63,48,57.5,2
ALU5257,0,17,0,5,32,20,11,19,13.0,1
ALU5258,73,64,64,60,48,59,65,46,59.88,2
ALU5259,27,52,34,50,33,62,34,52,43.0,2
ALU5260,95,79,79,74,79,86,96,80,83.5,4
ALU5261,22,27,10,15,17,22,9,18,17.5,1
ALU5262,75,69,87,100,60,78,79,80,78.5,4
ALU5263,57,80,47,41,71,38,70,65,58.62,2
ALU5264,16,27,9,17,5,25,24,6,16.12,1
ALU5265,83,100,92,100,90,82,76,97,90.0,5
ALU5266,42,63,53,47,57,54,48,61,53.12,2
ALU5267,37,38,39,29,45,31,23,38,35.0,1
ALU5268,30,28,44,64,35,56,61,37,44.38,2
ALU5269,76,91,73,79,85,82,81,75,80.25,4
ALU5270,62,34,10,0,20,28,34,40,28.5,1
ALU5271,12,41,23,49,25,28,28,20,28.25,1
ALU5272,28,28,14,0,19,21,2,5,14.62,1
ALU5273,25,40,23,35,27,15,35,32,29.0,1
ALU5274,80,49,75,51,77,73,63,86,69.25,3
ALU5275,53,46,57,38,49,66,41,60,51.25,2
ALU5276,36,17,38,17,24,62,20,39,31.62,1
ALU5277,17,23,1,23,17,0,25,20,15.75,1
ALU5278,54,28,30,19,21,47,25,40,33.0,1
ALU5279,83,85,100,100,78,91,83,100,90.0,5
ALU5280,38,42,55,36,29,26,39,26,36.38,1
ALU5281,96,87,84,100,83,87,100,100,92.12,5
ALU5282,37,50,65,48,42,34,53,58,48.38,2
ALU5283,18,0,4,39,20,0,34,30,18.12,1
ALU5284,86,72,98,47,86,90,59,61,74.88,3
ALU5285,42,56,43,33,52,73,63,38,50.0,2
ALU5286,93,50,87,59,70,74,58,60,68.88,3
ALU5287,85,100,87,83,94,96,86,100,91.38,5
ALU5288,21,24,5,18,14,0,32,0,14.25,1
ALU5289,22,9,12,24,4,0,15,0,10.75,1
ALU5290,69,100,51,68,61,70,60,52,66.38,3
ALU5291,21,49,9,29,26,14,23,25,24.5,1
ALU5292,13,7,27,65,14,38,4,27,24.38,1
ALU5293,3,19,20,14,0,0,8,34,12.25,1
ALU5294,0,7,14,0,12,0,2,1,4.5,1
ALU5295,64,63,59,88,64,100,82,64,73.0,3
ALU5296,2,1,22,27,35,36,37,38,24.75,1
ALU5297,60,62,35,67,48,29,32,71,50.5,2
ALU5298,65,50,64,70,44,46,66,34,54.88,2
ALU5299,51,42,57,27,50,40,25,36,41.0,2
ALU5300,13,0,11,23,7,5,12,10,10.12,1
ALU5301,77,64,93,77,78,68,61,78,74.5,3
ALU5302,20,4,4,24,0,25,0,36,14.12,1
ALU5303,67,79,70,100,64,76,100,65,77.62,4
ALU5304,86,46,86,83,70,84,100,69,78.0,4
ALU5305,51,44,27,59,31,34,35,33,39.25,1
ALU5306,39,42,48,71,39,37,76,68,52.5,2
ALU5307,78,68,44,50,44,38,47,47,52.0,2
ALU5308,40,84,36,75,39,26,23,62,48.12,2
ALU5309,86,79,88,100,69,65,92,93,84.0,4
ALU5310,98,59,67,74,94,100,96,75,82.88,4
ALU5311,44,36,21,39,36,49,44,47,39.5,1
ALU5312,60,57,73,75,84,54,40,77,65.0,3
ALU5313,89,100,64,100,84,100,74,100,88.88,4
ALU5314,76,100,98,100,100,100,100,71,93.12,5
ALU5315,45,63,46,56,58,34,36,54,49.0,2
ALU5316,50,36,47,68,26,23,57,30,42.12,2
ALU5317,34,40,48,26,18,34,25,25,31.25,1
ALU5318,100,95,89,73,94,98,71,88,88.5,4
ALU5319,16,21,25,30,0,0,2,21,14.38,1
ALU5320,43,33,57,50,48,49,62,63,50.62,2
ALU5321,40,46,29,79,14,43,36,21,38.5,1
ALU5322,44,31,27,34,51,53,48,47,41.88,2
ALU5323,50,39,49,54,52,42,41,60,48.38,2
ALU5324,93,85,86,83,91,95,92,97,90.25,5
ALU5325,20,0,0,32,25,3,31,34,18.12,1
ALU5326,91,61,57,56,69,79,46,55,64.25,3
ALU5327,13,0,14,10,25,20,9,0,11.38,1
ALU5328,5,30,0,17,13,6,24,6,12.62,1
ALU5329,38,28,44,21,41,56,33,38,37.38,1
ALU5330,57,20,36,46,39,40,56,63,44.62,2
ALU5331,12,55,35,38,27,14,28,14,27.88,1
ALU5332,35,20,11,5,25,26,47,32,25.12,1
ALU5333,16,1,35,31,2,0,7,47,17.38,1
ALU5334,47,49,28,27,43,18,24,35,33.88,1
ALU5335,100,100,81,96,98,71,100,100,93.25,5
ALU5336,98,67,86,49,81,79,100,73,79.12,4
ALU5337,13,20,41,39,44,27,48,6,29.75,1
ALU5338,65,43,67,37,59,36,66,33,50.75,2
ALU5339,93,100,83,80,83,94,78,100,88.88,4
ALU5340,8,30,0,0,21,0,0,2,7.62,1
ALU5341,60,61,63,62,81,72,66,73,67.25,3
ALU5342,82,100,93,87,100,100,83,100,93.12,5
ALU5343,1,2,25,8,18,30,27,28,17.38,1
ALU5344,0,24,32,35,26,10,19,26,21.5,1
ALU5345,91,72,93,57,80,100,100,100,86.62,4
ALU5346,45,51,64,52,47,47,63,51,52.5,2
ALU5347,32,4,29,4,20,40,25,11,20.62,1
ALU5348,26,23,42,19,39,6,37,11,25.38,1
ALU5349,58,51,56,29,41,30,48,34,43.38,2
ALU5350,51,52,57,87,53,69,51,63,60.38,3
ALU5351,65,57,82,100,87,52,94,70,75.88,4
ALU5352,95,100,100,63,100,83,100,100,92.62,5
ALU5353,21,51,38,14,19,37,35,48,32.88,1
ALU5354,49,53,68,35,41,56,55,93,56.25,2
ALU5355,50,60,57,47,71,52,31,85,56.62,2
ALU5356,39,52,40,64,36,41,46,57,46.88,2
ALU5357,38,32,7,29,15,0,13,0,16.75,1
ALU5358,96,78,89,90,86,95,73,100,88.38,4
ALU5359,86,70,84,82,85,72,75,100,81.75,4
ALU5360,55,39,53,44,35,44,52,51,46.62,2
ALU5361,65,88,62,72,61,35,63,35,60.12,3
ALU5362,24,33,36,40,11,35,11,28,27.25,1
ALU5363,50,60,64,64,39,62,37,66,55.25,2
ALU5364,69,73,66,28,53,50,63,70,59.0,2
ALU5365,62,31,41,51,38,54,58,45,47.5,2
ALU5366,100,100,98,90,100,100,84,93,95.62,5
ALU5367,57,67,86,77,67,62,54,78,68.5,3
ALU5368,46,49,42,42,36,8,40,45,38.5,1
ALU5369,72,48,70,84,68,65,64,95,70.75,3
ALU5370,20,32,26,11,34,22,0,35,22.5,1
ALU5371,34,34,46,56,46,71,43,36,45.75,2
ALU5372,34,16,43,58,24,18,15,47,31.88,1
ALU5373,57,29,60,14,47,41,47,64,44.88,2
ALU5374,76,56,79,52,78,59,72,77,68.62,3
ALU5375,49,29,64,62,55,61,45,57,52.75,2
ALU5376,61,77,79,73,100,70,63,55,72.25,3
ALU5377,53,51,75,75,48,15,52,50,52.38,2
ALU5378,33,40,50,40,41,29,25,33,36.38,1
ALU5379,69,100,88,90,92,76,100,63,84.75,4
ALU5380,26,24,35,12,43,32,16,28,27.0,1
ALU5381,20,0,52,31,26,27,37,48,30.12,1
ALU5382,51,46,63,56,37,60,43,54,51.25,2
ALU5383,29,46,18,16,10,26,31,47,27.88,1
ALU5384,0,4,8,23,14,7,5,15,9.5,1
ALU5385,59,86,60,29,66,63,61,87,63.88,3
ALU5386,51,57,75,54,52,44,48,50,53.88,2
ALU5387,56,17,60,21,47,53,48,35,42.12,2
ALU5388,94,93,100,73,100,100,100,100,95.0,5
ALU5389,49,60,47,74,61,55,42,34,52.75,2
ALU5390,86,98,95,62,86,75,61,91,81.75,4
ALU5391,34,44,1,0,11,1,7,0,12.25,1
ALU5392,65,69,37,66,66,61,57,44,58.12,2
ALU5393,88,89,78,63,77,68,79,88,78.75,4
ALU5394,64,67,75,75,67,59,75,39,65.12,3
ALU5395,84,67,57,81,65,71,86,63,71.75,3
ALU5396,49,16,38,24,44,54,33,20,34.75,1
ALU5397,18,13,27,30,30,34,31,23,25.75,1
ALU5398,56,51,56,11,52,0,51,62,42.38,2
ALU5399,29,22,67,49,54,37,31,40,41.12,2
ALU5400,68,100,83,60,79,51,81,100,77.75,4
ALU5401,28,42,21,17,27,44,24,23,28.25,1
ALU5402,92,71,78,83,88,91,83,73,82.38,4
ALU5403,85,100,86,100,74,100,83,71,87.38,4
ALU5404,35,22,14,18,37,31,32,25,26.75,1
ALU5405,17,24,14,34,42,16,31,40,27.25,1
ALU5406,80,100,100,77,90,71,82,100,87.5,4
ALU5407,87,91,92,74,100,89,89,77,87.38,4
ALU5408,28,73,76,26,33,53,42,36,45.88,2
ALU5409,48,21,23,39,20,34,44,40,33.62,1
ALU5410,38,26,47,51,64,55,42,53,47.0,2
ALU5411,61,62,57,80,66,61,69,58,64.25,3
ALU5412,38,41,21,25,31,46,11,29,30.25,1
ALU5413,77,57,81,67,56,73,65,55,66.38,3
ALU5414,0,0,16,23,24,10,0,3,9.5,1
ALU5415,16,12,19,2,16,13,28,0,13.25,1
ALU5416,42,17,55,13,34,33,41,54,36.12,1
ALU5417,60,41,50,52,57,31,31,47,46.12,2
ALU5418,37,28,21,21,19,40,12,32,26.25,1
ALU5419,47,56,42,50,45,60,33,49,47.75,2
ALU5420,25,13,35,22,43,47,44,36,33.12,1
ALU5421,14,41,67,4,33,19,26,15,27.38,1
ALU5422,24,30,42,0,17,34,15,9,21.38,1
ALU5423,100,100,94,98,89,83,75,87,90.75,5
ALU5424,42,56,50,0,49,53,64,48,45.25,2
ALU5425,50,27,37,68,59,30,61,58,48.75,2
ALU5426,72,70,60,75,70,60,60,57,65.5,3
ALU5427,69,72,100,77,100,100,94,85,87.12,4
ALU5428,39,6,26,55,27,28,24,34,29.88,1
ALU5429,66,95,57,100,64,70,51,68,71.38,3
ALU5430,73,86,68,64,74,65,79,54,70.38,3
ALU5431,51,90,55,67,73,31,57,34,57.25,2
ALU5432,5,7,0,15,10,2,21,5,8.12,1
ALU5433,70,67,59,93,63,66,61,87,70.75,3
ALU5434,34,18,0,0,22,0,15,18,13.38,1
ALU5435,68,58,43,54,69,65,52,79,61.0,3
ALU5436,84,60,57,88,66,49,72,71,68.38,3
ALU5437,22,10,35,38,10,0,33,23,21.38,1
ALU5438,74,83,98,79,63,91,74,43,75.62,4
ALU5439,0,0,0,32,9,3,31,0,9.38,1
ALU5440,76,64,99,85,69,86,74,87,80.0,4
ALU5441,25,52,32,48,55,38,48,49,43.38,2
ALU5442,17,23,33,37,7,33,41,0,23.88,1
ALU5443,11,31,20,15,33,37,34,18,24.88,1
ALU5444,89,84,98,91,87,100,96,100,93.12,5
ALU5445,12,2,0,0,3,1,14,15,5.88,1
ALU5446,26,29,1,75,17,16,23,15,25.25,1
ALU5447,36,24,26,27,27,38,52,1,28.88,1
ALU5448,55,50,65,73,75,88,72,66,68.0,3
ALU5449,34,44,77,88,60,36,67,41,55.88,2
ALU5450,10,13,3,0,17,0,35,23,12.62,1
ALU5451,21,57,29,42,19,44,36,40,36.0,1
ALU5452,31,5,17,26,25,16,21,39,22.5,1
ALU5453,33,43,24,56,16,34,28,29,32.88,1
ALU5454,51,53,18,25,15,33,42,37,34.25,1
ALU5455,75,91,86,54,61,73,66,76,72.75,3
ALU5456,23,71,24,23,30,16,19,10,27.0,1
ALU5457,32,59,49,29,33,22,44,56,40.5,2
ALU5458,32,54,37,31,38,42,47,30,38.88,1
ALU5459,77,73,95,100,100,74,84,100,87.88,4
ALU5460,100,73,100,93,99,97,94,87,92.88,5
ALU5461,75,82,78,62,96,73,96,83,80.62,4
ALU5462,14,1,28,19,4,6,17,28,14.62,1
ALU5463,2,20,1,18,2,15,27,0,10.62,1
ALU5464,24,1,27,39,42,37,23,41,29.25,1
ALU5465,29,46,16,18,33,0,33,18,24.12,1
ALU5466,61,45,41,21,51,49,29,48,43.12,2
ALU5467,71,76,90,74,68,75,82,75,76.38,4
ALU5468,59,71,100,80,84,83,79,67,77.88,4
ALU5469,79,52,66,69,82,53,60,72,66.62,3
ALU5470,35,55,42,60,18,42,31,54,42.12,2
ALU5471,64,86,63,77,68,74,88,48,71.0,3
ALU5472,26,27,49,35,27,19,39,41,32.88,1
ALU5473,12,20,12,3,18,0,11,5,10.12,1
ALU5474,68,62,68,99,71,53,74,82,72.12,3
ALU5475,5,10,0,0,25,7,18,15,10.0,1
ALU5476,45,53,23,32,41,23,60,32,38.62,1
ALU5477,30,42,43,26,23,14,31,44,31.62,1
ALU5478,62,87,71,72,42,98,74,59,70.62,3
ALU5479,87,81,78,85,64,73,79,97,80.5,4
ALU5480,37,32,25,8,36,27,33,34,29.0,1
ALU5481,86,66,76,65,84,67,75,73,74.0,3
ALU5482,43,24,40,39,25,25,50,25,33.88,1
ALU5483,50,57,56,33,40,72,48,40,49.5,2
ALU5484,79,47,56,63,71,82,55,66,64.88,3
ALU5485,51,83,59,70,71,100,32,77,67.88,3
ALU5486,95,89,77,76,100,99,100,86,90.25,5
ALU5487,23,12,27,30,19,10,20,13,19.25,1
ALU5488,81,48,75,75,57,68,62,79,68.12,3
ALU5489,69,69,56,60,80,68,64,78,68.0,3
ALU5490,81,87,79,100,100,96,100,76,89.88,4
ALU5491,22,42,15,32,13,12,35,14,23.12,1
ALU5492,74,53,100,71,84,99,69,90,80.0,4
ALU5493,60,47,70,50,78,37,64,62,58.5,2
ALU5494,19,28,38,61,42,34,22,52,37.0,1
ALU5495,51,36,51,35,40,43,56,57,46.12,2
ALU5496,32,35,34,30,36,23,25,41,32.0,1
ALU5497,59,61,46,49,39,60,59,52,53.12,2
ALU5498,77,92,72,92,75,100,87,71,83.25,4
ALU5499,50,78,49,96,56,62,43,39,59.12,2
ALU5500,73,42,50,66,64,65,54,61,59.38,2
ALU5501,41,56,44,45,44,21,25,71,43.38,2
ALU5502,0,0,8,13,0,23,5,0,6.12,1
ALU5503,25,32,25,2,27,19,39,24,24.12,1
ALU5504,41,55,41,45,56,57,73,26,49.25,2
ALU5505,24,18,38,63,40,46,50,52,41.38,2
ALU5506,22,7,19,33,19,24,16,10,18.75,1
ALU5507,35,58,52,72,49,20,50,82,52.25,2
ALU5508,23,34,25,52,36,55,33,40,37.25,1
ALU5509,48,24,36,15,32,55,25,49,35.5,1
ALU5510,51,56,40,81,45,58,58,22,51.38,2
ALU5511,9,27,36,0,0,6,10,0,11.0,1
ALU5512,92,80,85,94,100,100,100,83,91.75,5
ALU5513,88,70,81,46,78,78,84,83,76.0,4
ALU5514,78,49,75,37,56,67,54,77,61.62,3
ALU5515,13,15,24,31,10,32,13,36,21.75,1
ALU5516,84,53,85,62,75,84,80,70,74.12,3
ALU5517,57,79,99,100,71,42,89,71,76.0,4
ALU5518,63,92,82,34,68,77,83,70,71.12,3
ALU5519,16,9,14,13,12,33,11,20,16.0,1
ALU5520,66,54,56,41,66,42,56,45,53.25,2
ALU5521,70,100,78,74,72,94,100,54,80.25,4
ALU5522,59,79,74,84,60,31,57,61,63.12,3
ALU5523,56,51,46,95,49,59,49,44,56.12,2
ALU5524,43,48,36,55,66,54,39,62,50.38,2
ALU5525,62,57,49,23,63,48,29,21,44.0,2
ALU5526,17,11,0,0,5,25,0,0,7.25,1
ALU5527,52,89,57,65,65,41,56,43,58.5,2
ALU5528,1,13,34,0,0,24,2,2,9.5,1
ALU5529,40,47,40,55,49,44,35,31,42.62,2
ALU5530,31,41,36,61,39,18,40,47,39.12,1
ALU5531,47,71,34,36,56,60,64,93,57.62,2
ALU5532,27,31,3,0,26,15,3,0,13.12,1
ALU5533,70,75,78,46,67,89,89,57,71.38,3
ALU5534,80,53,96,71,75,85,77,74,76.38,4
ALU5535,7,12,22,20,13,25,19,4,15.25,1
ALU5536,26,26,10,14,19,4,4,22,15.62,1
ALU5537,0,21,24,34,9,20,14,0,15.25,1
ALU5538,92,96,52,91,88,75,100,92,85.75,4
ALU5539,61,80,55,51,55,51,39,53,55.62,2
ALU5540,42,29,34,47,60,65,50,57,48.0,2
ALU5541,27,31,24,16,20,10,8,14,18.75,1
ALU5542,62,58,37,62,45,41,41,73,52.38,2
ALU5543,83,97,75,70,76,90,64,90,80.62,4
ALU5544,82,78,79,57,72,91,86,77,77.75,4
ALU5545,93,93,52,63,54,85,40,69,68.62,3
ALU5546,25,13,7,2,21,24,0,31,15.38,1
ALU5547,22,5,25,24,0,11,24,0,13.88,1
ALU5548,0,15,9,10,23,13,17,0,10.88,1
ALU5549,29,33,17,28,38,34,28,46,31.62,1
ALU5550,9,34,28,34,19,23,3,29,22.38,1
ALU5551,36,35,31,3,31,0,14,48,24.75,1
ALU5552,41,76,43,71,40,31,23,38,45.38,2
ALU5553,78,88,79,50,91,97,88,100,83.88,4
ALU5554,60,58,29,86,71,76,67,100,68.38,3
ALU5555,71,71,69,83,77,70,75,96,76.5,4
ALU5556,70,70,56,59,74,62,79,77,68.38,3
ALU5557,6,18,7,0,6,11,34,25,13.38,1
ALU5558,71,75,61,60,76,69,75,73,70.0,3
ALU5559,37,30,31,26,27,42,14,34,30.12,1
ALU5560,61,53,73,66,66,51,63,68,62.62,3
ALU5561,31,22,48,61,27,48,51,67,44.38,2
ALU5562,96,89,100,96,99,100,87,84,93.88,5
ALU5563,35,45,17,34,28,22,20,25,28.25,1
ALU5564,19,50,30,36,45,23,43,30,34.5,1
ALU5565,91,87,100,82,91,91,71,97,88.75,4
ALU5566,20,0,0,3,12,0,9,10,6.75,1
ALU5567,73,66,83,65,63,66,60,49,65.62,3
ALU5568,70,100,58,81,73,48,65,71,70.75,3
ALU5569,86,95,83,63,85,93,100,78,85.38,4
ALU5570,97,100,97,83,89,100,86,92,93.0,5
ALU5571,100,100,95,99,88,82,94,100,94.75,5
ALU5572,0,33,37,0,2,0,23,27,15.25,1
ALU5573,63,61,75,81,78,92,63,67,72.5,3
ALU5574,73,57,43,53,56,56,73,90,62.62,3
ALU5575,48,55,67,72,66,53,57,42,57.5,2
ALU5576,20,25,14,41,8,14,1,6,16.12,1
ALU5577,59,65,70,53,62,45,57,60,58.88,2
ALU5578,83,100,100,100,83,100,94,100,95.0,5
ALU5579,90,79,86,90,98,68,89,62,82.75,4
ALU5580,46,65,49,37,44,26,35,75,47.12,2
ALU5581,29,7,10,8,8,0,6,0,8.5,1
ALU5582,31,48,59,60,43,40,20,59,45.0,2
ALU5583,93,97,74,76,97,52,70,73,79.0,4
ALU5584,71,84,59,91,68,99,51,69,74.0,3
ALU5585,39,51,56,44,31,40,45,15,40.12,2
ALU5586,17,22,0,0,21,0,0,20,10.0,1
ALU5587,49,69,48,40,29,27,68,41,46.38,2
ALU5588,47,54,45,20,42,56,51,63,47.25,2
ALU5589,91,77,87,82,100,100,69,69,84.38,4
ALU5590,56,71,91,56,59,65,53,82,66.62,3
ALU5591,24,32,47,65,27,34,41,9,34.88,1
ALU5592,59,17,64,81,55,29,55,55,51.88,2
ALU5593,8,17,17,12,11,33,0,0,12.25,1
ALU5594,91,94,84,100,85,100,83,100,92.12,5
ALU5595,40,54,40,30,46,42,45,50,43.38,2
ALU5596,50,36,55,22,60,48,52,70,49.12,2
ALU5597,22,14,39,46,50,44,43,33,36.38,1
ALU5598,79,68,67,72,71,54,63,62,67.0,3
ALU5599,65,70,59,47,57,78,54,64,61.75,3
ALU5600,67,70,72,53,56,81,54,67,65.0,3
ALU5601,33,29,22,46,5,27,40,23,28.12,1
ALU5602,35,17,41,3,43,29,56,30,31.75,1
ALU5603,23,14,0,26,18,0,19,32,16.5,1
ALU5604,69,58,80,58,59,38,75,77,64.25,3
ALU5605,15,24,0,18,0,16,0,0,9.12,1
ALU5606,72,64,45,76,46,72,58,68,62.62,3
ALU5607,92,79,88,67,65,99,82,63,79.38,4
ALU5608,83,100,91,64,99,64,89,100,86.25,4
ALU5609,34,41,70,71,51,79,46,32,53.0,2
ALU5610,63,54,49,45,33,61,79,57,55.12,2
ALU5611,9,9,11,17,28,3,21,20,14.75,1
ALU5612,60,89,67,81,58,67,80,61,70.38,3
ALU5613,61,80,97,61,82,53,82,73,73.62,3
ALU5614,30,28,56,43,30,17,1,23,28.5,1
ALU5615,44,40,40,54,41,50,48,49,45.75,2
ALU5616,65,83,87,100,77,81,93,92,84.75,4
ALU5617,88,100,83,100,84,100,100,100,94.38,5
ALU5618,21,39,25,28,24,4,26,51,27.25,1
ALU5619,81,54,77,68,57,52,37,62,61.0,3
ALU5620,16,47,11,23,25,5,18,26,21.38,1
ALU5621,9,27,0,16,8,37,0,6,12.88,1
ALU5622,78,80,90,66,98,90,100,96,87.25,4
ALU5623,91,58,93,74,70,78,84,98,80.75,4
ALU5624,69,67,76,41,77,71,67,89,69.62,3
ALU5625,2,15,15,6,5,0,18,13,9.25,1
ALU5626,88,89,89,100,72,98,98,72,88.25,4
ALU5627,30,64,45,58,41,46,53,46,47.88,2
ALU5628,42,19,42,37,29,39,59,45,39.0,1
ALU5629,71,47,60,50,60,62,43,70,57.88,2
ALU5630,18,0,0,3,12,0,24,16,9.12,1
ALU5631,79,53,74,56,86,100,55,86,73.62,3
ALU5632,66,48,38,72,47,80,80,72,62.88,3
ALU5633,38,27,21,0,0,21,30,17,19.25,1
ALU5634,34,33,15,0,25,17,17,13,19.25,1
ALU5635,25,7,33,37,38,31,7,45,27.88,1
ALU5636,19,0,13,13,15,26,3,20,13.62,1
ALU5637,49,31,63,58,48,84,54,65,56.5,2
ALU5638,88,83,78,84,70,90,83,73,81.12,4
ALU5639,0,0,19,42,26,8,6,0,12.62,1
ALU5640,5,34,0,10,5,11,1,16,10.25,1
ALU5641,25,62,45,61,46,28,70,63,50.0,2
ALU5642,82,76,94,100,90,72,58,88,82.5,4
ALU5643,27,24,29,33,32,39,41,34,32.38,1
ALU5644,47,14,10,67,16,2,38,28,27.75,1
ALU5645,62,38,76,20,79,61,58,62,57.0,2
ALU5646,40,20,42,8,35,17,37,47,30.75,1
ALU5647,0,0,15,0,0,31,0,15,7.62,1
ALU5648,81,56,72,81,85,66,61,52,69.25,3
ALU5649,82,66,81,93,50,57,57,58,68.0,3
ALU5650,64,64,72,46,46,55,50,48,55.62,2
ALU5651,79,64,90,89,62,71,68,94,77.12,4
ALU5652,67,94,74,100,85,77,74,62,79.12,4
ALU5653,18,0,25,51,43,18,24,44,27.88,1
ALU5654,44,37,31,29,31,37,37,39,35.62,1
ALU5655,1,13,1,31,33,28,19,10,17.0,1
ALU5656,12,8,22,22,0,16,12,3,11.88,1
ALU5657,48,55,72,53,74,75,76,60,64.12,3
ALU5658,75,82,78,89,95,75,89,82,83.12,4
ALU5659,98,88,99,83,100,96,91,75,91.25,5
ALU5660,66,55,57,63,62,81,47,70,62.62,3
ALU5661,22,2,31,0,27,30,37,9,19.75,1
ALU5662,16,0,3,0,7,0,22,0,6.0,1
ALU5663,59,73,65,72,78,86,84,59,72.0,3
ALU5664,53,51,54,62,55,39,77,50,55.12,2
ALU5665,53,57,70,40,58,46,68,68,57.5,2
ALU5666,68,73,61,84,86,82,74,98,78.25,4
ALU5667,74,60,80,69,70,53,62,64,66.5,3
ALU5668,71,76,60,91,97,63,73,84,76.88,4
ALU5669,4,0,7,27,12,10,13,9,10.25,1
ALU5670,51,95,55,96,94,63,83,42,72.38,3
ALU5671,78,69,50,92,93,57,93,86,77.25,4
ALU5672,19,25,35,25,29,39,14,30,27.0,1
ALU5673,63,51,60,66,64,77,73,40,61.75,3
ALU5674,23,22,16,75,24,46,29,56,36.38,1
ALU5675,92,91,85,100,92,77,84,99,90.0,5
ALU5676,6,6,13,9,0,14,12,0,7.5,1
ALU5677,73,50,52,54,70,49,66,64,59.75,2
ALU5678,24,15,17,9,16,0,5,62,18.5,1
ALU5679,50,58,64,47,72,57,71,69,61.0,3
ALU5680,8,26,13,51,0,0,1,30,16.12,1
ALU5681,26,57,19,34,23,10,35,18,27.75,1
